albaljo01,Jonathan,Albaladejo,Jonathan,P.R.,,San Juan,1982,10,30,270,77,14.0765
albanjo01,Joe,Albanese,Joseph Peter,USA,NY,New York,1933,6,26,215,75,14.3344
alberan01,Andrew,Albers,Andrew,CAN,SK,North Battleford,1985,10,6,195,73,15.0063
alberbu01,Butch,Alberts,Francis Burt,USA,PA,Williamsport,1950,5,4,205,74,14.6834
alberjo01,Jose,Alberro,Jose Edgardo,P.R.,,San Juan,1969,6,29,190,74,15.1581
alberma01,Matt,Albers,Matthew James,USA,TX,Houston,1983,1,20,225,73,14.4713
albreed01,Ed,Albrecht,Edward Arthur,USA,MO,St. Louis,1929,2,28,165,70,15.1342
albural01,Al,Alburquerque,Alberto Jose,D.R.,San Pedro de Macoris,San Pedro de Macoris,1986,6,10,195,72,14.9514
alburvi01,Vic,Albury,Victor,USA,FL,Key West,1947,5,12,190,72,14.8621
alcalsa01,Santo,Alcala,Santo,D.R.,San Pedro de Macoris,San Pedro de Macoris,1952,12,23,195,77,15.1608
alcanar01,Arismendy,Alcantara,Arismendy,D.R.,Distrito Nacional,Santo Domingo,1991,10,29,170,70,15.4019
alcanis01,Israel,Alcantara,Israel,D.R.,Peravia,Bani,1973,5,6,180,74,15.4304
alcarlu01,Luis,Alcaraz,Angel Luis,P.R.,,Humacao,1941,6,20,165,69,15.2874
aldremi01,Mike,Aldrete,Michael Peter,USA,CA,Carmel,1961,1,29,180,71,15.1813
aldresc01,Scott,Aldred,Scott Phillip,USA,MI,Flint,1968,6,12,195,76,15.162
aldrico01,Cory,Aldridge,Cory Jerome,USA,TX,San Angelo,1979,6,13,210,72,14.6493
aldrija01,Jay,Aldrich,Jay Robert,USA,LA,Alexandria,1961,4,14,210,75,14.7311
alexado01,Doyle,Alexander,Doyle Lafayette,USA,AL,Cordova,1950,9,4,190,75,15.1315
alexaga01,Gary,Alexander,Gary Wayne,USA,CA,Los Angeles,1953,3,27,195,74,14.9461
alexage01,Gerald,Alexander,Gerald Paul,USA,LA,Baton Rouge,1968,3,26,190,71,14.9542
alexama01,Matt,Alexander,Matthew,USA,LA,Shreveport,1947,1,30,168,71,15.4695
alexama02,Manny,Alexander,Manuel de Jesus,D.R.,San Pedro de Macoris,San Pedro de Macoris,1971,3,20,150,70,16.1829
alfarja01,Jason,Alfaro,Jason,USA,TX,San Antonio,1977,11,29,185,70,15.0389
alfonan01,Antonio,Alfonseca,Antonio,D.R.,La Romana,La Romana,1972,4,16,250,77,14.2558
alfoned01,Edgardo,Alfonzo,Edgardo Antonio,Venezuela,Miranda,Santa Teresa del Tuy,1973,11,8,210,71,14.5668
alfonel01,Eliezer,Alfonzo,Eliezer Jesus,Venezuela,Anzoategui,Puerto La Cruz,1979,2,7,220,71,14.4312
alicelu01,Luis,Alicea,Luis Rene,P.R.,,Santurce,1965,7,29,165,69,15.512
allanan01,Andy,Allanson,Andrew Neal,USA,VA,Richmond,1961,12,22,220,77,14.6556
allarbr01,Brian,Allard,Brian Marshall,USA,IL,Spring Valley,1958,1,3,175,73,15.4836
allenbe01,Bernie,Allen,Bernard Keith,USA,OH,East Liverpool,1939,4,16,175,72,15.2067
allenbo04,Bob,Allen,Robert Gray,USA,TX,Tatum,1937,10,23,175,74,15.3803
allenbr01,Brandon,Allen,Brandon Durell,USA,TX,Conroe,1986,2,12,235,74,14.3867
allench01,Chad,Allen,John Chad,USA,TX,Dallas,1975,2,6,195,73,14.9913
allenco01,Cody,Allen,Cody Edward,USA,FL,Orlando,1988,11,20,210,73,14.7271
allendi01,Dick,Allen,Richard Anthony,USA,PA,Wampum,1942,3,8,187,71,14.7931
allendu01,Dusty,Allen,Dustin R.,USA,OK,Oklahoma City,1972,8,9,215,76,14.7481
allenga01,Gary,Allenson,Gary Martin,USA,CA,Culver City,1955,2,4,185,71,14.9979
allenha02,Hank,Allen,Harold Andrew,USA,PA,Wampum,1940,7,23,190,72,14.7691
allenja02,Jamie,Allen,James Bradley,USA,WA,Yakima,1958,5,29,205,72,14.6216
allenje01,Jermaine,Allensworth,Jermaine LaMont,USA,IN,Anderson,1972,1,11,178,72,15.3475
allenki01,Kim,Allen,Kim Bryant,USA,CA,Fontana,1953,4,5,175,71,15.2799
allenll01,Lloyd,Allen,Lloyd Cecil,USA,CA,Merced,1950,5,8,185,73,15.114
allenlu01,Luke,Allen,Lucas Gale,USA,GA,Covington,1978,8,4,208,74,14.7907
allenne01,Neil,Allen,Neil Patrick,USA,KS,Kansas City,1958,1,24,185,75,15.3281
allenro01,Ron,Allen,Ronald Frederick,USA,PA,Wampum,1943,12,23,205,75,14.6793
allenro02,Rod,Allen,Roderick Bernet,USA,CA,Los Angeles,1959,10,5,185,73,15.1806
alleyge01,Gene,Alley,Leonard Eugene,USA,VA,Richmond,1940,7,10,160,70,15.5907
alliebo01,Bob,Allietta,Robert George,USA,MA,New Bedford,1952,5,1,190,72,14.915
alliega01,Gair,Allie,Gair Roosevelt,USA,NC,Statesville,1931,10,28,190,73,14.7038
allisbo01,Bob,Allison,William Robert,USA,MO,Raytown,1934,7,11,205,75,14.5575
allisda01,Dana,Allison,Dana Eric,USA,VA,Front Royal,1966,8,14,215,75,14.6635
allrebe01,Beau,Allred,Dale LeBeau,USA,AZ,Mesa,1965,6,4,190,72,15.0077
almanar01,Armando,Almanza,Armando,USA,TX,El Paso,1972,10,26,205,75,14.8873
almanca01,Carlos,Almanzar,Carlos Manuel,D.R.,Santiago,Santiago,1973,11,6,166,74,15.8727
almonab01,Abraham,Almonte,Abraham,D.R.,Distrito Nacional,Santo Domingo,1989,6,27,205,69,14.612
almonbi01,Bill,Almon,William Francis,USA,RI,Providence,1952,11,21,180,75,15.4539
almoned01,Edwin,Almonte,Edwin,D.R.,Santiago,Santiago,1976,12,17,200,75,15.0033
almoner01,Erick,Almonte,Erick R.,D.R.,Distrito Nacional,Santo Domingo,1978,2,1,245,74,14.2183
almonhe01,Hector,Almonte,Hector Radhames,D.R.,Distrito Nacional,Santo Domingo,1975,10,17,190,74,15.1693
almonzo01,Zoilo,Almonte,Zoilo,D.R.,Distrito Nacional,Santo Domingo,1989,6,10,205,72,14.7656
alomaro01,Roberto,Alomar,Roberto,P.R.,,Ponce,1968,2,5,184,72,15.1743
alomasa01,Sandy,Alomar,Santos,P.R.,,Salinas,1943,10,19,140,69,16.6213
alomasa02,Sandy,Alomar,Santos,P.R.,,Salinas,1966,6,18,200,77,15.0999
alonsyo01,Yonder,Alonso,Yonder,Cuba,La Habana,La Habana,1987,4,8,230,73,14.4144
aloufe01,Felipe,Alou,Felipe Rojas,D.R.,San Cristobal,Bajos de Haina,1935,5,12,195,72,14.5628
alouje01,Jesus,Alou,Jesus Maria Rojas,D.R.,San Cristobal,Bajos de Haina,1942,3,24,190,74,14.9663
alouma01,Matty,Alou,Mateo Rojas,D.R.,San Cristobal,Bajos de Haina,1938,12,22,160,69,15.4316
aloumo01,Moises,Alou,Moises Rojas,USA,GA,Atlanta,1966,7,3,185,75,15.3534
alstode01,Dell,Alston,Wendell,USA,NY,Valhalla,1952,9,22,180,72,15.1987
alstoga01,Garvin,Alston,Garvin James,USA,NY,Mount Vernon,1971,12,8,185,74,15.2918
alstoto01,Tom,Alston,Thomas Edison,USA,NC,Greensboro,1926,1,31,210,77,14.4729
altampo01,Porfi,Altamirano,Porfirio,Nicaragua,Matagalpa,Ciudad Dario,1952,5,17,175,72,15.3602
altheaa01,Aaron,Altherr,Aaron Samuel,Germany,Rheinland-Pfalz,Landstuhl,1991,1,14,220,77,14.7584
altmage01,George,Altman,George Lee,USA,NC,Goldsboro,1933,3,20,200,76,14.7409
altobjo01,Joe,Altobelli,Joseph Salvatore,USA,MI,Detroit,1932,5,26,185,72,14.767
altuvjo01,Jose,Altuve,Jose Carlos,Venezuela,Aragua,Maracay,1990,5,6,175,66,15.0368
alusige01,George,Alusik,George Joseph,USA,PA,Ashley,1935,2,11,175,75,15.4542
alvarab01,Abe,Alvarez,Abraham,USA,CA,Los Angeles,1982,10,17,190,74,15.1723
alvarcl01,Clemente,Alvarez,Clemente Rafael,Venezuela,Anzoategui,Guanta,1968,5,18,180,71,15.2117
alvarda01,Dario,Alvarez,Dario Rafael,D.R.,Santiago,Santiago,1989,1,17,170,73,15.5966
alvarga01,Gabe,Alvarez,Gabriel de Jesus,Mexico,Sonora,Navojoa,1974,3,6,185,73,15.2286
alvarhe01,Henderson,Alvarez,Henderson Javier,Venezuela,Carabobo,Valencia,1990,4,18,205,72,14.7672
alvarjo01,Jose,Alvarez,Jose Lino,USA,FL,Tampa,1956,4,12,170,70,15.3823
alvarjo02,Jose,Alvarez,Jose Ricardo,Venezuela,Anzoategui,Barcelona,1989,5,6,180,71,15.2211
alvarju01,Juan,Alvarez,Juan M.,USA,FL,Coral Gables,1973,8,9,180,73,15.3616
alvarlu01,Luis,Alvarado,Luis Cesar,P.R.,,Lajas,1949,1,15,162,69,15.521
alvaror01,Orlando,Alvarez,Jesus Manuel Orlando,P.R.,,Rio Grande,1952,2,28,165,72,15.7323
alvaros01,Ossie,Alvarez,Oswaldo,Cuba,,Bolondron,1933,10,19,165,70,15.2373
alvarpe01,Pedro,Alvarez,Pedro Manuel,D.R.,Distrito Nacional,Santo Domingo,1987,2,6,235,75,14.4349
alvarrj01,R. J.,Alvarez,Roy Emilio,USA,FL,West Palm Beach,1991,6,8,200,73,14.9103
alvarro01,Rogelio,Alvarez,Rogelio,Cuba,Pinar del Rio,Pinar del Rio,1938,4,18,183,71,14.8409
alvarta01,Tavo,Alvarez,Cesar Octavio,Mexico,Sonora,Ciudad Obregon,1971,11,25,245,75,14.2236
alvarto01,Tony,Alvarez,Antonio Enrique,Venezuela,Distrito Federal,Caracas,1979,5,10,200,73,14.8946
alvarvi01,Victor,Alvarez,Victor Aurelio,Mexico,Sinaloa,Culiacan,1976,11,8,150,70,16.145
alvarwi01,Wilson,Alvarez,Wilson Eduardo,Venezuela,Zulia,Maracaibo,1970,3,24,175,73,15.5075
alvisma01,Max,Alvis,Roy Maxwell,USA,TX,Jasper,1938,2,2,185,71,14.7845
alyeabr01,Brant,Alyea,Garrabrant Ryerson,USA,NJ,Passaic,1940,12,8,215,75,14.4321
amalfjo01,Joey,Amalfitano,John Joseph,USA,CA,San Pedro,1934,1,23,175,71,15.0126
amarari01,Rich,Amaral,Richard Louis,USA,CA,Visalia,1962,4,1,175,72,15.4171
amarial01,Alexi,Amarista,Alexi Jose,Venezuela,Anzoategui,Barcelona,1989,4,6,150,66,15.7305
amaroru01,Ruben,Amaro,Ruben,Mexico,Tamaulipas,Nuevo Laredo,1936,1,6,170,71,15.2271
amaroru02,Ruben,Amaro,Ruben,USA,PA,Philadelphia,1965,2,12,170,70,15.4267
ambrech01,Chip,Ambres,Raymond Payne,USA,TX,Beaumont,1979,12,19,190,73,15.1116
ambrihe01,Hector,Ambriz,Hector,USA,CA,Orange,1984,5,24,235,74,14.3787
amelued01,Ed,Amelung,Edward Allen,USA,CA,Fullerton,1959,4,13,180,71,15.1693
amesst01,Steve,Ames,Steven C.,USA,WA,Vancouver,1988,3,15,205,73,14.8153
amezaal01,Alfredo,Amezaga,Alfredo,Mexico,Sonora,Ciudad Obregon,1978,1,16,165,71,15.662
amorosa01,Sandy,Amoros,Edmundo,Cuba,La Habana,La Habana,1930,1,30,170,67,14.6412
amorvi01,Vicente,Amor,Vicente,Cuba,La Habana,La Habana,1932,8,8,182,75,15.1528
anderal02,Allan,Anderson,Allan Lee,USA,OH,Lancaster,1964,1,7,178,71,15.2543
anderbo01,Bob,Anderson,Robert Carl,USA,IN,East Chicago,1935,9,29,210,76,14.5387
anderbr01,Brady,Anderson,Brady Kevin,USA,MD,Silver Spring,1964,1,18,170,73,15.6704
anderbr02,Brian,Anderson,Brian James,USA,VA,Portsmouth,1972,4,26,190,73,15.1001
anderbr03,Brian,Anderson,Brian Nikola,USA,AZ,Tucson,1982,3,11,220,74,14.5941
anderbr04,Brett,Anderson,Brett Franklin,USA,TX,Midland,1988,2,1,225,76,14.6283
anderbr05,Bryan,Anderson,Bryan Douglas,USA,CA,Thousand Oaks,1986,12,16,200,73,14.9066
anderbu01,Bud,Anderson,Karl Adam,USA,NY,Westbury,1956,5,27,210,75,14.6959
anderch01,Chase,Anderson,Robert Chase,USA,TX,Wichita Falls,1987,11,30,190,72,15.0562
andercr01,Craig,Anderson,Norman Craig,USA,DC,Washington,1938,7,1,205,74,14.54
anderda02,Dave,Anderson,David Carter,USA,KY,Louisville,1960,8,1,185,74,15.2612
anderdr01,Drew,Anderson,Drew Thomas,USA,NE,Kearney,1981,6,9,195,74,15.0603
anderdw01,Dwain,Anderson,Dwain Cleaven,USA,CA,Oakland,1947,11,23,165,71,15.5878
anderga01,Garret,Anderson,Garret Joseph,USA,CA,Los Angeles,1972,6,30,190,75,15.2293
anderha02,Harry,Anderson,Harry Walter,USA,MD,North East,1931,9,10,205,75,14.5094
anderja01,Jason,Anderson,Jason Roger,USA,IL,Danville,1979,6,9,188,72,15.097
anderji01,Jim,Anderson,James Lea,USA,CA,Los Angeles,1957,2,23,170,72,15.5669
anderji02,Jimmy,Anderson,James Drew,USA,VA,Portsmouth,1976,1,22,195,73,14.9937
anderjo02,John,Anderson,John Charles,USA,MN,St. Paul,1929,11,23,190,73,14.6641
anderjo03,Josh,Anderson,Joshua Aaron,USA,KY,Somerset,1982,8,10,195,74,15.0609
anderke01,Kent,Anderson,Kent McKay,USA,SC,Florence,1963,8,12,180,73,15.344
anderla01,Larry,Anderson,Lawrence Dennis,USA,CA,Maywood,1952,12,3,190,75,15.1472
anderla02,Larry,Andersen,Larry Eugene,USA,OR,Portland,1953,5,6,200,75,14.8949
anderla03,Lars,Anderson,Lars Eric,USA,CA,Oakland,1987,9,25,215,76,14.7883
anderma01,Matt,Anderson,Matthew Jason,USA,KY,Louisville,1976,8,17,200,76,15.0616
anderma02,Marlon,Anderson,Marlon Ordell,USA,AL,Montgomery,1974,1,6,190,70,14.914
andermi01,Mike,Anderson,Michael Allen,USA,SC,Florence,1951,6,22,200,74,14.8065
andermi02,Mike,Anderson,Michael James,USA,TX,Austin,1966,7,30,200,75,14.973
anderri01,Rick,Anderson,Richard Lee,USA,CA,Inglewood,1953,12,25,210,74,14.6063
anderri02,Rick,Anderson,Richard Arlen,USA,WA,Everett,1956,11,29,175,72,15.3884
andersc01,Scott,Anderson,Scott Richard,USA,OR,Corvallis,1962,8,1,190,78,15.4164
andersp01,Sparky,Anderson,George Lee,USA,SD,Bridgewater,1934,2,22,170,69,14.9648
andinro01,Robert,Andino,Robert Lazaro,USA,FL,Miami,1984,4,25,195,72,14.9493
andrast01,Steve,Andrade,Stephen Michael,USA,CA,Woodland,1978,2,6,220,73,14.5281
andrecl01,Clayton,Andrews,Clayton John,USA,FL,Dunedin,1978,5,15,175,72,15.4308
andrefr01,Fred,Andrews,Fred,USA,LA,Lafayette,1952,5,4,163,68,15.4112
andrejo02,John,Andrews,John Richard,USA,CA,Monterey Park,1949,2,9,175,70,15.1505
andreki01,Kim,Andrew,Kim Darrell,USA,CA,Glendale,1953,11,14,160,70,15.7449
andremi01,Mike,Andrews,Michael Jay,USA,CA,Los Angeles,1943,7,9,195,75,14.9243
andrero01,Rob,Andrews,Robert Patrick,USA,CA,Santa Monica,1952,12,11,185,72,15.0509
andresh01,Shane,Andrews,Darrell Shane,USA,TX,Dallas,1971,8,28,215,73,14.5785
andruel01,Elvis,Andrus,Elvis Augusto,Venezuela,Aragua,Maracay,1988,8,26,200,72,14.8556
andujjo01,Joaquin,Andujar,Joaquin,D.R.,San Pedro de Macoris,San Pedro de Macoris,1952,12,21,170,72,15.5373
andujlu01,Luis,Andujar,Luis,D.R.,Peravia,Bani,1972,11,22,175,74,15.579
angelno01,Norm,Angelini,Norman Stanley,USA,CA,San Francisco,1947,9,24,175,71,15.2196
anglema01,Matt,Angle,Matthew Ryan,USA,OH,Columbus,1985,9,10,185,69,14.9898
ankieri01,Rick,Ankiel,Richard Alexander,USA,FL,Fort Pierce,1979,7,19,210,73,14.7029
annade01,Dean,Anna,Dean William,USA,IL,Mokena,1986,11,24,180,71,15.2256
anthoer01,Eric,Anthony,Eric Todd,USA,CA,San Diego,1967,11,8,195,74,15.0291
antonbi01,Bill,Antonello,William James,USA,NY,Brooklyn,1927,5,19,185,71,14.5611
antonjo02,Johnny,Antonelli,John August,USA,NY,Rochester,1930,4,12,185,73,14.8229
antonma01,Matt,Antonelli,Matthew Antonio,USA,MA,Peabody,1985,4,8,195,73,15.0063
aokino01,Nori,Aoki,Norichika,Japan,Miyazaki,Hyuga,1982,1,5,180,69,15.1025
aparilu01,Luis,Aparicio,Luis Ernesto,Venezuela,Zulia,Maracaibo,1934,4,29,160,69,15.3406
apodabo01,Bob,Apodaca,Robert John,USA,CA,Los Angeles,1950,1,31,170,71,15.4257
apontlu01,Luis,Aponte,Luis Eduardo,Venezuela,Anzoategui,El Tigre,1953,6,14,185,72,15.0598
appieke01,Kevin,Appier,Robert Kevin,USA,CA,Lancaster,1967,12,6,180,74,15.4279
aquingr01,Greg,Aquino,Gregori Emilio,D.R.,San Cristobal,Puerto Palenque,1978,1,11,190,73,15.1106
aquinlu01,Luis,Aquino,Luis Antonio,P.R.,,Santurce,1964,5,19,155,72,16.1814
archech01,Chris,Archer,Christopher Alan,USA,NC,Raleigh,1988,9,26,190,75,15.2235
archeji02,Jim,Archer,James William,USA,VA,Max Meadows,1932,5,25,190,72,14.6323
arciajo01,Jose,Arcia,Jose Raimundo,Cuba,La Habana,La Habana,1943,8,22,170,75,15.7588
arciaos01,Oswaldo,Arcia,Oswaldo Celestino,Venezuela,Anzoategui,Anaco,1991,5,9,220,72,14.5261
ardelda01,Dan,Ardell,Daniel Miers,USA,WA,Seattle,1941,5,27,190,74,14.9534
ardoida01,Danny,Ardoin,Daniel Wayne,USA,LA,Mamou,1974,7,8,205,72,14.7213
arenano01,Nolan,Arenado,Nolan James,USA,CA,Newport Beach,1991,4,16,205,74,14.8691
arencjp01,J. P.,Arencibia,Jonathan Paul,USA,FL,Miami,1986,1,5,205,72,14.7598
ariasal01,Alex,Arias,Alejandro,USA,NY,New York,1967,11,20,185,75,15.3552
ariasal02,Alberto,Arias,Alberto A.,D.R.,Distrito Nacional,Santo Domingo,1983,10,14,155,71,15.9718
ariasge01,George,Arias,George Alberto,USA,AZ,Tucson,1972,3,12,190,71,14.9708
ariasjo01,Joaquin,Arias,Joaquin,D.R.,Distrito Nacional,Santo Domingo,1984,9,21,165,73,15.7727
ariasru01,Rudy,Arias,Rodolfo,Cuba,,Las Villas,1931,6,6,165,70,15.1878
arlicdo01,Don,Arlich,Donald Louis,USA,MI,Wayne,1943,2,15,185,74,15.125
arlinst01,Steve,Arlin,Stephen Ralph,USA,WA,Seattle,1945,9,25,195,75,14.9467
armasma01,Marcos,Armas,Marcos Rafael,Venezuela,Anzoategui,Puerto Piritu,1969,8,5,190,77,15.3571
